Type,Value,Type,Value,Type,Value
Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO,Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO,Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO
Element,18822,Element,23916,Element,680008
,,,,,
,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature
17610.0,-8.847415022321917,17610.0,29.672250235401787,17610.0,-18.360381727025327
17620.0,-8.846638060147345,17620.0,29.67161696856571,17620.0,-18.415742000963732
17630.0,-8.845880616353032,17630.0,29.670979933488532,17630.0,-18.470989853367843
17640.0,-8.845142685254986,17640.0,29.670339169453122,17640.0,-18.5261273579162
17650.0,-8.84442425844444,17650.0,29.669694715527125,17650.0,-18.581156638587007
17660.0,-8.84372534080993,17660.0,29.66904660755431,17660.0,-18.63608031281196
17670.0,-8.843045938339872,17670.0,29.668394880808812,17670.0,-18.69090178521548
17680.0,-8.842386065484872,17680.0,29.66773956804189,17680.0,-18.74562527802945
17690.0,-8.841745758792223,17690.0,29.66708069702622,17690.0,-18.80025608442514
17700.0,-8.841125075457928,17700.0,29.666418291309117,17700.0,-18.8548003912788
17710.0,-8.840524087051872,17710.0,29.665752372122615,17710.0,-18.909265689025027
17720.0,-8.839942865324419,17720.0,29.665082961354504,17720.0,-18.96366093107642
17730.0,-8.839381476070903,17730.0,29.664410081463693,17730.0,-19.017995339789444
17740.0,-8.838839986028256,17740.0,29.663733754157843,17740.0,-19.072277559508876
17750.0,-8.838323529501046,17750.0,29.66305200459946,17750.0,-19.136338606016977
17760.0,-8.837827051608487,17760.0,29.662367990776733,17760.0,-19.199759570571246
17770.0,-8.837348361428013,17770.0,29.66168289767708,17770.0,-19.260770463060958
17780.0,-8.836886241338666,17780.0,29.660997225483857,17780.0,-19.31885140854724
17790.0,-8.836439423291296,17790.0,29.66031147552505,17790.0,-19.373647270322625
17800.0,-8.83600653110176,17800.0,29.659626174296683,17800.0,-19.42489620267044
17810.0,-8.835586531166337,17810.0,29.65894166548845,17810.0,-19.472414393304195
17820.0,-8.835178848300725,17820.0,29.658258070954737,17820.0,-19.516161711016924
17830.0,-8.83478315656558,17830.0,29.657575380100912,17830.0,-19.556259858656926
17840.0,-8.834398995739033,17840.0,29.6568936093316,17840.0,-19.59294282331909
17850.0,-8.834025034041018,17850.0,29.65621309600937,17850.0,-19.626374266399743
17860.0,-8.833659712123339,17860.0,29.655534259576335,17860.0,-19.656584343651474
17870.0,-8.833301571999243,17870.0,29.654857488980774,17870.0,-19.68355198228572
17880.0,-8.83294920838411,17880.0,29.654183146253473,17880.0,-19.70725539915505
17890.0,-8.83260126587312,17890.0,29.65351156219354,17890.0,-19.72769222640051
17900.0,-8.832256480580693,17900.0,29.652843018624356,17900.0,-19.744894797926886
17910.0,-8.831913751364985,17910.0,29.65217773154089,17910.0,-19.75894222605385
17920.0,-8.831572183942564,17920.0,29.65151583472995,17920.0,-19.76997037028177
17930.0,-8.831231145277748,17930.0,29.650857372793794,17930.0,-19.77817566179107
17940.0,-8.830890184235304,17940.0,29.65020232698767,17940.0,-19.78380926082572
17950.0,-8.830548290648764,17950.0,29.649550907669617,17950.0,-19.7870874189766
17960.0,-8.830204126161902,17960.0,29.648903494422612,17960.0,-19.78805898324777
17970.0,-8.829856567538942,17970.0,29.64826041653834,17970.0,-19.78666545861746
17980.0,-8.829504725685148,17980.0,29.647621934781682,17980.0,-19.78281780691758
17990.0,-8.829147794471885,17990.0,29.64698828573946,17990.0,-19.77643161063597
18000.0,-8.828784927195983,18000.0,29.646359723649308,18000.0,-19.76742706518428
18010.0,-8.828415295852208,18010.0,29.64573649407612,18010.0,-19.755726292486095
18020.0,-8.828038157224222,18020.0,29.645118809535656,18020.0,-19.741260004252236
18030.0,-8.827652874228512,18030.0,29.64450684563438,18030.0,-19.72397710283678
18040.0,-8.827258960878245,18040.0,29.643900724495733,18040.0,-19.703853266216285
18050.0,-8.82685613332411,18050.0,29.64330050062183,18050.0,-19.68090104451315
18060.0,-8.826444320956083,18060.0,29.642706149707305,18060.0,-19.655177669490758
18070.0,-8.826023595060322,18070.0,29.642117585324357,18070.0,-19.626781706667565
18080.0,-8.825594151707044,18080.0,29.64153467087632,18080.0,-19.595845299635368
18090.0,-8.825156323591555,18090.0,29.640957226054233,18090.0,-19.562530136704744
18100.0,-8.824710590024397,18100.0,29.640385034783876,18100.0,-19.52702800174073
18110.0,-8.824257380235695,18110.0,29.639817929039754,18110.0,-19.489537056773294
18120.0,-8.823797116256626,18120.0,29.639255770427244,18120.0,-19.45022989267382
18130.0,-8.823330418093883,18130.0,29.638698370153534,18130.0,-19.409275640065175
18140.0,-8.822858145999795,18140.0,29.638145462794697,18140.0,-19.366870093688835
18150.0,-8.822381434903445,18150.0,29.63759669140528,18150.0,-19.323259101897925
18160.0,-8.821901712729781,18160.0,29.637051602311463,18160.0,-19.27875048325826
18170.0,-8.821420710960929,18170.0,29.636509637110876,18170.0,-19.23372182754867
18180.0,-8.820940482616178,18180.0,29.6359701156434,18180.0,-19.188628720051764
18190.0,-8.820463334907922,18190.0,29.63543226313324,18190.0,-19.144009175659548
18200.0,-8.819991262112445,18200.0,29.634895434824095,18200.0,-19.100411348542686
18210.0,-8.81952520546778,18210.0,29.63435940039719,18210.0,-19.05821959094477
18220.0,-8.819065468634502,18220.0,29.6338241940746,18220.0,-19.017562612059006
18230.0,-8.818612058281978,18230.0,29.633289950166528,18230.0,-18.978371397306006
18240.0,-8.818164668793889,18240.0,29.632756897723418,18240.0,-18.940450655408092
18250.0,-8.817722726070537,18250.0,29.632225338153237,18250.0,-18.90354770683675
18260.0,-8.817285503158995,18260.0,29.631695611634367,18260.0,-18.867392265826354
18270.0,-8.816852237119951,18270.0,29.631168065806804,18270.0,-18.83172161588687
18280.0,-8.816422223938064,18280.0,29.63064302710797,18280.0,-18.796302103428904
18290.0,-8.81599487668112,18290.0,29.63012078487685,18290.0,-18.760945225029566
18300.0,-8.815569755522302,18300.0,29.629601576755455,18300.0,-18.725521111376857
18310.0,-8.81514655523076,18310.0,29.629085592962166,18310.0,-18.689969422312895
18320.0,-8.81472506319008,18320.0,29.628572983632328,18320.0,-18.654304064267677
18330.0,-8.814304822790213,18330.0,29.62806398142763,18330.0,-18.618578264658513
18340.0,-8.813884789074027,18340.0,29.627559064718117,18340.0,-18.582754822433362
18350.0,-8.813463886975617,18350.0,29.627058708043556,18350.0,-18.54668711412636
18360.0,-8.813040831910726,18360.0,29.626563386589545,18360.0,-18.51021195217665
18370.0,-8.812614094875144,18370.0,29.626073676438875,18370.0,-18.473116642140372
18380.0,-8.812182116166234,18380.0,29.625590148401507,18380.0,-18.43514881511017
18390.0,-8.811743433409463,18390.0,29.62511331988047,18390.0,-18.396038294335533
18400.0,-8.811296817285998,18400.0,29.62464360919779,18400.0,-18.355524941416558
18410.0,-8.810841407245679,18410.0,29.624181297120955,18410.0,-18.31339257637222
18420.0,-8.810376806654862,18420.0,29.623726510870906,18420.0,-18.26950188944381
18430.0,-8.80990313054227,18430.0,29.623279224448776,18430.0,-18.223815251589844
18440.0,-8.809421068525928,18440.0,29.62283923998569,18440.0,-18.17641607647551
18450.0,-8.808931922264675,18450.0,29.622406174705738,18450.0,-18.127522711303424
18460.0,-8.80843759333453,18460.0,29.621979455964272,18460.0,-18.07749232165259
18470.0,-8.807940480101188,18470.0,29.621558346837208,18470.0,-18.026804843910963
18480.0,-8.807442757381402,18480.0,29.62114222394707,18480.0,-17.97598330149532
18490.0,-8.806945816845905,18490.0,29.620730811037557,18490.0,-17.925402912346613
18500.0,-8.806450639316925,18500.0,29.620323988210167,18500.0,-17.87521880871914
18510.0,-8.805957771559157,18510.0,29.61992176553797,18510.0,-17.825424517637433
18520.0,-8.805467281048747,18520.0,29.6195242809259,18520.0,-17.775897896804953
18530.0,-8.804978768350544,18530.0,29.619131779612687,18530.0,-17.726437967964824
18540.0,-8.804491459250208,18540.0,29.618744573053885,18540.0,-17.676807775419974
18550.0,-8.80400432345827,18550.0,29.61836300032372,18550.0,-17.62677583756644
18560.0,-8.803516196522144,18560.0,29.617987395373575,18560.0,-17.576149103406106
18570.0,-8.803025866853295,18570.0,29.617618066133737,18570.0,-17.524789913965908
18580.0,-8.802532104060047,18580.0,29.617255309737985,18580.0,-17.472619056319534
18590.0,-8.8020336974239,18590.0,29.61689940741746,18590.0,-17.419607336800627
18600.0,-8.80152950905667,18600.0,29.616550616331022,18600.0,-17.365758382615642
18610.0,-8.801018510870959,18610.0,29.616209166348117,18610.0,-17.311088038571558
18620.0,-8.800499829939065,18620.0,29.615875257017326,18620.0,-17.255608129904175
18630.0,-8.79997280281489,18630.0,29.61554904664024,18630.0,-17.199315097752066
18640.0,-8.799436995055048,18640.0,29.615230656405704,18640.0,-17.142185841445567
18650.0,-8.798892206383464,18650.0,29.614920173734898,18650.0,-17.08418317025142
18660.0,-8.798338480083567,18660.0,29.614617640751533,18660.0,-17.02527053990527
18670.0,-8.797776134768737,18670.0,29.61432302597782,18670.0,-16.96543686360604
18680.0,-8.797205757296467,18680.0,29.614036212458675,18680.0,-16.904721639805675
18690.0,-8.79662816706019,18690.0,29.6137569946703,18690.0,-16.843232688424745
18700.0,-8.796044352425257,18700.0,29.61348508264427,18700.0,-16.781146160259812
18710.0,-8.795455212180388,18710.0,29.613220205416077,18710.0,-16.71867813506394
18720.0,-8.794860594486392,18720.0,29.612962497403228,18720.0,-16.6559369027424
18730.0,-8.794259688013408,18730.0,29.612712326988515,18730.0,-16.59280397553546
18740.0,-8.793651573934268,18740.0,29.61247007736483,18740.0,-16.5290322122773
18750.0,-8.793035289302567,18750.0,29.61223611855712,18750.0,-16.46433861728245
18760.0,-8.792409879758035,18760.0,29.61201078890272,18760.0,-16.3984520548013
18770.0,-8.791774441922502,18770.0,29.61179438210879,18770.0,-16.33114091095142
18780.0,-8.791128158976898,18780.0,29.611587137348085,18780.0,-16.26222938832109
18790.0,-8.790470313377332,18790.0,29.61138923735032,18790.0,-16.19160686842365
18800.0,-8.78980031693967,18800.0,29.611200814018172,18800.0,-16.119230257779307
18810.0,-8.789117772144962,18810.0,29.611021946902273,18810.0,-16.04511898001376
18820.0,-8.78842245039047,18820.0,29.610852662794112,18820.0,-15.969349804622823
18830.0,-8.787714236970885,18830.0,29.61069294424263,18830.0,-15.89205545937585
18840.0,-8.786993087003923,18840.0,29.610542738646494,18840.0,-15.813418463502828
18850.0,-8.786259041715544,18850.0,29.610401952952255,18850.0,-15.733656990305857
18860.0,-8.785512250001464,18860.0,29.61027044909772,18860.0,-15.653014553910792
18870.0,-8.7847529490192,18870.0,29.610148050137482,18870.0,-15.571750543338222
18880.0,-8.783981442146086,18880.0,29.61003454981966,18880.0,-15.490130407556531
18890.0,-8.783198092033281,18890.0,29.609929718278817,18890.0,-15.408417668201096
18900.0,-8.78240327683063,18900.0,29.609833319060716,18900.0,-15.326862987218902
18910.0,-8.781597088292386,18910.0,29.609745236470577,18910.0,-15.245660822476985
18920.0,-8.780779330411166,18920.0,29.609665466356226,18920.0,-15.164901586960251
18930.0,-8.779949685471122,18930.0,29.609594047232036,18930.0,-15.084592172489957
18940.0,-8.779107744391476,18940.0,29.609531047012247,18940.0,-15.004684883947665
18950.0,-8.778253034047255,18950.0,29.6094765492075,18950.0,-14.925097764899824
18960.0,-8.777385089189474,18960.0,29.60943063421931,18960.0,-14.84573364766722
18970.0,-8.776503488357697,18970.0,29.609393372809645,18970.0,-14.766498815228296
18980.0,-8.77560784317633,18980.0,29.609364827459363,18980.0,-14.687313433724107
18990.0,-8.774697817735175,18990.0,29.609345046740955,18990.0,-14.60811628871155
19000.0,-8.773773145665878,19000.0,29.609334058288376,19000.0,-14.528868274135549
19010.0,-8.772833623733463,19010.0,29.609331868262654,19010.0,-14.44955452609188
19020.0,-8.77187913330277,19020.0,29.60933845436522,19020.0,-14.370185479989727
19030.0,-8.770909654068786,19030.0,29.609353761020877,19030.0,-14.290797872995503
19040.0,-8.769925252703741,19040.0,29.609377697395473,19040.0,-14.211455159671441
19050.0,-8.768926096467053,19050.0,29.60941013338095,19050.0,-14.132247921018964
19060.0,-8.76791247142316,19060.0,29.609450897461933,19060.0,-14.053294011812024
19070.0,-8.766884787842322,19070.0,29.609499780626084,19070.0,-13.974737327074147
19080.0,-8.765843570235408,19080.0,29.609556539222474,19080.0,-13.896744436009842
19090.0,-8.764789460853422,19090.0,29.609620894768895,19090.0,-13.819501433335832
19100.0,-8.763723196840443,19100.0,29.609692539473567,19100.0,-13.743212465973548
19110.0,-8.762645600374958,19110.0,29.6097711355991,19110.0,-13.668095943515125
19120.0,-8.761557583018755,19120.0,29.60985631079155,19120.0,-13.594381387373172
19130.0,-8.760460126437726,19130.0,29.609947664809468,19130.0,-13.522307318058848
19140.0,-8.759354252998714,19140.0,29.610044782539976,19140.0,-13.452114392917496
19150.0,-8.75824069973401,19150.0,29.610147367206064,19150.0,-13.38400433329313
19160.0,-8.757119892595503,19160.0,29.610255253920272,19160.0,-13.31807920009637
19170.0,-8.755992051190823,19170.0,29.610368369558028,19170.0,-13.254353881144839
19180.0,-8.754857258567952,19180.0,29.61048669735673,19180.0,-13.192780254058516
19190.0,-8.753715495437545,19190.0,29.610610255599852,19190.0,-13.13325084985294
19200.0,-8.752566561820695,19200.0,29.610739130887225,19200.0,-13.075602859881146
19210.0,-8.751410079156184,19210.0,29.610873475476964,19210.0,-13.019625291181729
19220.0,-8.75024548789167,19220.0,29.611013503303802,19220.0,-12.965065010061139
19230.0,-8.749072107829363,19230.0,29.611159468123986,19230.0,-12.911637589176701
19240.0,-8.74788935519199,19240.0,29.611311576992605,19240.0,-12.859063347129528
19250.0,-8.746696836924789,19250.0,29.611469969023723,19250.0,-12.807111285274086
19260.0,-8.745493736842771,19260.0,29.611634970942934,19260.0,-12.755547696929959
19270.0,-8.74427884265091,19270.0,29.61180707360827,19270.0,-12.704037801977636
19280.0,-8.743050963555909,19280.0,29.611986765928236,19280.0,-12.652180474536774
19290.0,-8.7418090100179,19290.0,29.61217450088519,19290.0,-12.599571255211897
19300.0,-8.74055201643467,19300.0,29.612370682720176,19300.0,-12.545838596481609
19310.0,-8.739279175090704,19310.0,29.61257564688886,19310.0,-12.490665302984354
19320.0,-8.737989849445793,19320.0,29.612789654910348,19320.0,-12.43380439191377
19330.0,-8.736683597107243,19330.0,29.613012891759336,19330.0,-12.375087400033642
19340.0,-8.735360196373051,19340.0,29.61324546554474,19340.0,-12.314431317339327
19350.0,-8.734019719750654,19350.0,29.613487375626434,19350.0,-12.251845583766498
19360.0,-8.732662552947229,19360.0,29.613738489508986,19360.0,-12.187441757378236
19370.0,-8.73128935208263,19370.0,29.61399854887448,19370.0,-12.121437611879033
19380.0,-8.729900975406817,19380.0,29.614267198207777,19380.0,-12.054147837571785
19390.0,-8.728497998607894,19390.0,29.6145441864545,19390.0,-11.98592100432072
19400.0,-8.727080576482425,19400.0,29.61482943293863,19400.0,-11.917020725764715
19410.0,-8.725648874212679,19410.0,29.61512284745103,19410.0,-11.847635263376
19420.0,-8.72420313361527,19420.0,29.615424295654403,19420.0,-11.777927145855756
19430.0,-8.722743721305669,19430.0,29.615733569634312,19430.0,-11.708073890159193
19440.0,-8.721271173129809,19440.0,29.61605036767131,19440.0,-11.638300747334437
19450.0,-8.71978622632588,19450.0,29.616374276014877,19450.0,-11.568900356367037
19460.0,-8.718289820722237,19460.0,29.616704774456977,19460.0,-11.50024244697891
19470.0,-8.716782364093858,19470.0,29.61704155176683,19470.0,-11.432696045472765
19480.0,-8.715263534781187,19480.0,29.617384580232507,19480.0,-11.366468340055459
19490.0,-8.713733100923852,19490.0,29.61773379586285,19490.0,-11.301648829982005
19500.0,-8.712191046294013,19500.0,29.61808905487016,19500.0,-11.238305740756276
19510.0,-8.710637548999195,19510.0,29.61845013972486,19510.0,-11.17653132426832
19520.0,-8.709072331447139,19520.0,29.618817030123466,19520.0,-11.11639155987895
19530.0,-8.707494528866295,19530.0,29.619189966183548,19530.0,-11.057790239806494
19540.0,-8.705903301587538,19540.0,29.619569192091117,19540.0,-11.000500158161536
19550.0,-8.70429791399845,19550.0,29.619954919022387,19550.0,-10.944246519958005
19560.0,-8.702677780183596,19560.0,29.620347304424605,19560.0,-10.888759920804993
19570.0,-8.701042563552077,19570.0,29.62074641678669,19570.0,-10.833811148329183
19580.0,-8.699392197402972,19580.0,29.621152228020915,19580.0,-10.779237667016066
19590.0,-8.697726028998542,19590.0,29.621564964584746,19590.0,-10.724865341433116
19600.0,-8.696042889421951,19600.0,29.621985068974954,19600.0,-10.670374775635981
19610.0,-8.694341758079542,19610.0,29.622412935023878,19610.0,-10.615370726957547
19620.0,-8.69262185685704,19620.0,29.62284886588226,19620.0,-10.55947896656987
19630.0,-8.69088265751586,19630.0,29.623293058961526,19630.0,-10.502399815001702
19640.0,-8.68912385635784,19640.0,29.62374560759077,19640.0,-10.443933166530657
19650.0,-8.687345408902122,19650.0,29.624206497746123,19650.0,-10.383989295725932
19660.0,-8.685547553984641,19660.0,29.624675586620185,19660.0,-10.322592561191453
19670.0,-8.683730761465409,19670.0,29.625152616267993,19670.0,-10.259880992438855
19680.0,-8.681895649229332,19680.0,29.625637252988636,19680.0,-10.196090706524616
19690.0,-8.680042943635865,19690.0,29.62612911103569,19690.0,-10.131530242615023
19700.0,-8.678173428775054,19700.0,29.62662777547363,19700.0,-10.06655864577422
19710.0,-8.676287837815822,19710.0,29.627132843586427,19710.0,-10.001552369055915
19720.0,-8.674386742430112,19720.0,29.627643969604716,19720.0,-9.936867557162941
19730.0,-8.672470563626685,19730.0,29.62816086459015,19730.0,-9.872813399765688
19740.0,-8.67053959319179,19740.0,29.62868328935075,19740.0,-9.809641563765135
19750.0,-8.66859400786493,19750.0,29.629211056055432,19750.0,-9.74754147449579
19760.0,-8.666633854740553,19760.0,29.62974403018861,19760.0,-9.686636207859216
19770.0,-8.66465911351863,19770.0,29.63028210072317,19770.0,-9.62698889981933
19780.0,-8.662669739472785,19780.0,29.630825165839127,19780.0,-9.568616486309002
19790.0,-8.660665290244262,19790.0,29.631373286899706,19790.0,-9.511463609791347
19800.0,-8.658644827600487,19800.0,29.631926734029232,19800.0,-9.45533358576731
19810.0,-8.656607354340062,19810.0,29.63248580175601,19810.0,-9.399922414507818
19820.0,-8.654551839702851,19820.0,29.633050801082078,19820.0,-9.34487722563867
19830.0,-8.652477252529776,19830.0,29.63362203711917,19830.0,-9.289830847707844
19840.0,-8.650382617676751,19840.0,29.634199780746684,19840.0,-9.234428836100026
19850.0,-8.648267078449006,19850.0,29.634784247483964,19850.0,-9.17835365405077
19860.0,-8.646129983241828,19860.0,29.63537557075926,19860.0,-9.121345842610182
19870.0,-8.643971005681212,19870.0,29.63597377448087,19870.0,-9.063225551397133
19880.0,-8.641790268176084,19880.0,29.636578742141023,19880.0,-9.003917630347875
19890.0,-8.639588417658597,19890.0,29.63719020368867,19890.0,-8.943472184432622
19900.0,-8.63736661361039,19900.0,29.637807743203126,19900.0,-8.882066068842109
19910.0,-8.635126194629098,19910.0,29.638430920231876,19910.0,-8.819972496830642
19920.0,-8.632867738100574,19920.0,29.639059639280617,19920.0,-8.757413797771658
19930.0,-8.630591455109515,19930.0,29.63969397681141,19930.0,-8.694459449068864
19940.0,-8.628297564845855,19940.0,29.640333989554403,19940.0,-8.631103292180569
19950.0,-8.625986317275512,19950.0,29.640979673886722,19950.0,-8.567347121996088
19960.0,-8.623658045918699,19960.0,29.641630943715835,19960.0,-8.503253720809601
19970.0,-8.621313238472386,19970.0,29.64228762621427,19970.0,-8.438967901641167
19980.0,-8.618952576602632,19980.0,29.64294946089911,19980.0,-8.374712364757492
19990.0,-8.616576893674134,19990.0,29.64361612324112,19990.0,-8.310770658691268
20000.0,-8.614187090621694,20000.0,29.644287262123218,20000.0,-8.247460861369934
20010.0,-8.611784084757788,20010.0,29.644962520034202,20010.0,-8.185106409549737
20020.0,-8.609368757268626,20020.0,29.645641546481762,20020.0,-8.124013440627037
20030.0,-8.606941917646777,20030.0,29.646324009520825,20030.0,-8.064456067588704
20040.0,-8.604504293424961,20040.0,29.647009596212758,20040.0,-8.006669981515746
20050.0,-8.602056505970374,20050.0,29.647698018670763,20050.0,-7.950849566094928
20060.0,-8.599599033687806,20060.0,29.648389033719628,20060.0,-7.897142487686509
20070.0,-8.597132178967948,20070.0,29.649082456761313,20070.0,-7.845642516954694
20080.0,-8.594656026149455,20080.0,29.649778181077338,20080.0,-7.796381496841623
20090.0,-8.59217040804941,20090.0,29.650476194098708,20090.0,-7.749320620015396
20100.0,-8.589674900029786,20100.0,29.651176580299186,20100.0,-7.704344735064901
20110.0,-8.587168845650016,20110.0,29.65187951238812,20110.0,-7.6612643718982
20120.0,-8.584651384799468,20120.0,29.652585233834138,20120.0,-7.619827139026801
20130.0,-8.582121636022451,20130.0,29.653293981263943,20130.0,-7.579742956412759
20140.0,-8.57957883599666,20140.0,29.654005925094246,20140.0,-7.540738145743413
20150.0,-8.577021960111743,20150.0,29.654721341883565,20150.0,-7.5025431886147755
20160.0,-8.574450127079462,20160.0,29.655440474598127,20160.0,-7.464865857599842
20170.0,-8.571862995352452,20170.0,29.656163382611293,20170.0,-7.427463016792649
20180.0,-8.56926406903476,20180.0,29.656888447846363,20180.0,-7.395289642213143
20190.0,-8.566648284451762,20190.0,29.657618074415026,20190.0,-7.358712458268989
20200.0,-8.564015694626498,20200.0,29.658351953099825,20200.0,-7.321036557255538
20210.0,-8.561366793335658,20210.0,29.65908979111405,20210.0,-7.283272469029646
20220.0,-8.55870150656632,20220.0,29.659831596020023,20220.0,-7.245261334562178
20230.0,-8.55601955897476,20230.0,29.660577457001388,20230.0,-7.206909646925419
20240.0,-8.553320805792051,20240.0,29.66132742987234,20240.0,-7.168147050269283
20250.0,-8.55060530943271,20250.0,29.662081501267128,20250.0,-7.128950962744323
20260.0,-8.547873260961635,20260.0,29.662839613562237,20260.0,-7.089351354017161
20270.0,-8.545125023376615,20270.0,29.663601640571347,20270.0,-7.049430271960972
20280.0,-8.542361129780257,20280.0,29.664367388433515,20280.0,-7.009321824544697
20290.0,-8.539582198523512,20290.0,29.665136615147105,20290.0,-6.969204250326894
20300.0,-8.536788865418783,20300.0,29.665909060896183,20300.0,-6.929280831620708
20310.0,-8.533981761496346,20310.0,29.666684461119583,20310.0,-6.88975730485916
20320.0,-8.53116146232226,20320.0,29.667462557721237,20320.0,-6.850827506281851
20330.0,-8.528330540521056,20330.0,29.668242147015793,20330.0,-6.815831660060753
20340.0,-8.525485664420875,20340.0,29.669024839455243,20340.0,-6.7782515431303905
20350.0,-8.522628740260107,20350.0,29.6698096685109,20350.0,-6.741796256024957
20360.0,-8.519759866507956,20360.0,29.670596528664785,20360.0,-6.706420200504079
20370.0,-8.516878982208675,20370.0,29.671385373616033,20370.0,-6.672097462761847
20380.0,-8.51398587995959,20380.0,29.672176209863007,20380.0,-6.63877127015913
20390.0,-8.511080256734724,20390.0,29.6729690789545,20390.0,-6.6063495616762795
20400.0,-8.508161762771207,20400.0,29.673764043722674,20400.0,-6.574716758795743
20410.0,-8.505230052178208,20410.0,29.67456117742358,20410.0,-6.543743700632906
20420.0,-8.502284946769272,20420.0,29.675360493492967,20420.0,-6.513308544109117
20430.0,-8.499326549430865,20430.0,29.676161905633204,20430.0,-6.483333498625203
20440.0,-8.49635602030677,20440.0,29.676964836750816,20440.0,-6.455304436946866
20450.0,-8.493374600267321,20450.0,29.677768801025024,20450.0,-6.4294489316004295
20460.0,-8.490378550347597,20460.0,29.678575595383453,20460.0,-6.400407005799757
20470.0,-8.48736956173958,20470.0,29.67938428519287,20470.0,-6.371945151928676
20480.0,-8.48434774451671,20480.0,29.68019481829354,20480.0,-6.343898520777166
20490.0,-8.481313412262608,20490.0,29.68100707383101,20490.0,-6.316221050580873
20500.0,-8.478266966224288,20500.0,29.681820899863073,20500.0,-6.288927890294631
20510.0,-8.475208957614631,20510.0,29.68263608562408,20510.0,-6.262082462707435
20520.0,-8.472140008740595,20520.0,29.683452395907096,20520.0,-6.23578785776412
20530.0,-8.469060800891631,20530.0,29.684269576917895,20530.0,-6.2101720686016355
20540.0,-8.46597206798038,20540.0,29.685087358444274,20540.0,-6.185375892295772
20550.0,-8.462874587206887,20550.0,29.685905453361343,20550.0,-6.161545513774614
20560.0,-8.45976916642185,20560.0,29.68672356178841,20560.0,-6.138828276851984
20570.0,-8.456656613945748,20570.0,29.68754138186041,20570.0,-6.11736824641432
20580.0,-8.45353770932609,20580.0,29.688358617127655,20580.0,-6.097301319159009
20590.0,-8.450413468358738,20590.0,29.68917475598608,20590.0,-6.079638274610661
20600.0,-8.44728414523473,20600.0,29.68998983281755,20600.0,-6.063155449761579
20610.0,-8.44415026820487,20610.0,29.69080372783888,20610.0,-6.047765171656529
20620.0,-8.441012505547544,20620.0,29.691616070674815,20620.0,-6.034169442563599
20630.0,-8.437871089359176,20630.0,29.692426752207975,20630.0,-6.022357279742565
20640.0,-8.434726135429134,20640.0,29.69323571784326,20640.0,-6.012286179601948
20650.0,-8.431577675611813,20650.0,29.69404295146716,20650.0,-6.003872195018807
20660.0,-8.42842568546317,20660.0,29.694848465527443,20660.0,-5.997006659840422
20670.0,-8.42527010761156,20670.0,29.695652291609456,20670.0,-5.991563810059114
20680.0,-8.422110860246093,20680.0,29.69645447423644,20680.0,-5.987408407877661
20690.0,-8.418947726276954,20690.0,29.697255007575592,20690.0,-5.9845289885013795
20700.0,-8.415780311004163,20700.0,29.69805390599205,20700.0,-5.982804930575871
20710.0,-8.412608803170524,20710.0,29.698851429908263,20710.0,-5.981742151086128
20720.0,-8.409433195767457,20720.0,29.69964762196951,20720.0,-5.981283564543927
20730.0,-8.40625394282455,20730.0,29.70044262503813,20730.0,-5.98142049506432
20740.0,-8.40307098533778,20740.0,29.70123623656308,20740.0,-5.982217693217348
20750.0,-8.399884317985665,20750.0,29.702028350532512,20750.0,-5.983629317003828
20760.0,-8.3966941006057,20760.0,29.70281889883027,20760.0,-5.9856214918113135
20770.0,-8.393500568086795,20770.0,29.703607794068567,20770.0,-5.988181610567719
20780.0,-8.390303965238905,20780.0,29.70439495582926,20780.0,-5.991313417557605
20790.0,-8.387104527706798,20790.0,29.705180315213937,20790.0,-5.995025517866429
20800.0,-8.383902541026192,20800.0,29.705963778361106,20800.0,-5.999332196005641
20810.0,-8.380698356940178,20810.0,29.70674521263277,20810.0,-6.004264374003803
20820.0,-8.377492328054576,20820.0,29.707524475110777,20820.0,-6.0098722499199
20830.0,-8.374284466520914,20830.0,29.708301553290152,20830.0,-6.016181125115802
20840.0,-8.371074567168439,20840.0,29.709076512954823,20840.0,-6.023148465754477
20850.0,-8.367862489304297,20850.0,29.709849389418086,20850.0,-6.030697566188518
20860.0,-8.364648172156746,20860.0,29.710620187487628,20860.0,-6.038752307322175
20870.0,-8.361431610273327,20870.0,29.711388892123832,20870.0,-6.047248556704783
20880.0,-8.358212486971048,20880.0,29.71215550722932,20880.0,-6.0557028910312996
20890.0,-8.354989897129503,20890.0,29.71292017528955,20890.0,-6.06340273198769
20900.0,-8.351764641559507,20900.0,29.713682871233278,20900.0,-6.071452313107963
20910.0,-8.34853688140205,20910.0,29.714443538912224,20910.0,-6.079799032252471
20920.0,-8.345306756960213,20920.0,29.715202108161996,20920.0,-6.088431478815047
20930.0,-8.342074368869174,20930.0,29.71595851136939,20930.0,-6.097353580038694
20940.0,-8.338839819277435,20940.0,29.71671267087372,20940.0,-6.106574421114936
20950.0,-8.335603239431302,20950.0,29.717464496506743,20950.0,-6.116106458947476
