Type,Value,Type,Value,Type,Value
Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO,Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO,Data Source,Cold_Science_11LTAN_Finalv_1_TiNOX : TMD : ACUBESAT_FEB_NEWNEWPAYLO
Element,18822,Element,23916,Element,680008
,,,,,
,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature
8060.0,-11.5396712042869,8060.0,29.40120493617317,8060.0,-11.907295433289255
8070.0,-11.537192851689845,8070.0,29.401862066171724,8070.0,-11.83734741414667
8080.0,-11.534699574425515,8080.0,29.402525158580797,8080.0,-11.767337875260086
8090.0,-11.532191992376736,8090.0,29.403193883732293,8090.0,-11.69751695570637
8100.0,-11.529670944109318,8100.0,29.40386779246604,8100.0,-11.62820766424662
8110.0,-11.52713731317172,8110.0,29.404546401337015,8110.0,-11.559799582919599
8120.0,-11.524591120265884,8120.0,29.405229569255255,8120.0,-11.492607881074337
8130.0,-11.522032039563623,8130.0,29.405917284647067,8130.0,-11.426779270440914
8140.0,-11.51945993303958,8140.0,29.406609465927435,8140.0,-11.362386260200761
8150.0,-11.516874884724071,8150.0,29.407305947875653,8150.0,-11.299503818812276
8160.0,-11.514277025170895,8160.0,29.4080065517093,8160.0,-11.238229772780022
8170.0,-11.51166576158656,8170.0,29.408711410042134,8170.0,-11.178575154731961
8180.0,-11.509040219816589,8180.0,29.40942079082592,8180.0,-11.120380814194194
8190.0,-11.506399608469607,8190.0,29.41013493890004,8190.0,-11.063392409365674
8200.0,-11.503743253767166,8200.0,29.410854057726276,8200.0,-11.0073324651949
8210.0,-11.501070661232854,8210.0,29.41157828944389,8210.0,-10.951943588341754
8220.0,-11.49838163779419,8220.0,29.412307663339032,8220.0,-10.897021474840988
8230.0,-11.495676030663184,8230.0,29.41304221038552,8230.0,-10.8424195108875
8240.0,-11.492952865819586,8240.0,29.41378230490021,8240.0,-10.787910457627612
8250.0,-11.490211019482869,8250.0,29.41452839101255,8250.0,-10.73313074562795
8260.0,-11.487449569582804,8260.0,29.41528084136594,8260.0,-10.677684488744644
8270.0,-11.484667851519745,8270.0,29.416039928480664,8270.0,-10.621222592871133
8280.0,-11.481865433222252,8280.0,29.41680582006644,8280.0,-10.563482733488616
8290.0,-11.479042118297967,8290.0,29.417578578799834,8290.0,-10.504307873392733
8300.0,-11.476197982680452,8300.0,29.41835815315154,8300.0,-10.443652995845577
8310.0,-11.473333374732459,8310.0,29.419144362323905,8310.0,-10.38158810998633
8320.0,-11.470448840805204,8320.0,29.41993692451637,8320.0,-10.318293035375698
8330.0,-11.467545049888159,8330.0,29.4207354957496,8330.0,-10.254035125346679
8340.0,-11.464622769726299,8340.0,29.42153968597251,8340.0,-10.189146045373759
8350.0,-11.461682788103776,8350.0,29.422349089493498,8350.0,-10.123996133229705
8360.0,-11.45872578818781,8360.0,29.42316333549102,8360.0,-10.058958097207766
8370.0,-11.455752285243022,8370.0,29.423982112255896,8370.0,-9.994371608589327
8380.0,-11.45276265573558,8380.0,29.424805162683025,8380.0,-9.930523659126068
8390.0,-11.44975715409816,8390.0,29.425632276106736,8390.0,-9.86764200258326
8400.0,-11.446735913177024,8400.0,29.426463299734117,8400.0,-9.805889761123462
8410.0,-11.44369895103084,8410.0,29.42729812185563,8410.0,-9.745364959166707
8420.0,-11.440646250544887,8420.0,29.428136643171868,8420.0,-9.686110870025594
8430.0,-11.437577693829045,8430.0,29.42897880616009,8430.0,-9.62812443655859
8440.0,-11.434492591207661,8440.0,29.429824787425012,8440.0,-9.571298066992497
8450.0,-11.431389969207848,8450.0,29.430674887372888,8450.0,-9.515384331414003
8460.0,-11.428268827345212,8460.0,29.431529414928722,8460.0,-9.46005440214813
8470.0,-11.425128137462334,8470.0,29.432388691743697,8470.0,-9.404946499060683
8480.0,-11.421966892827445,8480.0,29.433253022331495,8480.0,-9.34969526033906
8490.0,-11.418784165118705,8490.0,29.434122666824972,8490.0,-9.29395829520674
8500.0,-11.41557917597451,8500.0,29.434997821123414,8500.0,-9.237438523237351
8510.0,-11.412351394094252,8510.0,29.43587858800305,8510.0,-9.1799053280924
8520.0,-11.409100667427367,8520.0,29.436764948103914,8520.0,-9.121217111128534
8530.0,-11.405827325949295,8530.0,29.43765673395989,8530.0,-9.061346785961144
8540.0,-11.402532235746646,8540.0,29.438553625020745,8540.0,-9.000395501463757
8550.0,-11.399216719386331,8550.0,29.43945517199792,8550.0,-8.938585980117399
8560.0,-11.39588189804892,8560.0,29.44036104973964,8560.0,-8.876195432522332
8570.0,-11.392528105200178,8570.0,29.441271286198962,8570.0,-8.813383832632038
8580.0,-11.389155559815425,8580.0,29.442185964680597,8580.0,-8.750179025705561
8590.0,-11.385764497203976,8590.0,29.443105130955168,8590.0,-8.686569471040526
8600.0,-11.382355197838514,8600.0,29.444028758691964,8600.0,-8.622576691034949
8610.0,-11.378928057522575,8610.0,29.444956736663,8610.0,-8.55829497434355
8620.0,-11.375483645001705,8620.0,29.44588886544857,8620.0,-8.493901495118028
8630.0,-11.372022720013717,8630.0,29.446824863067302,8630.0,-8.429645454136391
8640.0,-11.368546156703898,8640.0,29.44776439991786,8640.0,-8.365827756336268
8650.0,-11.36505487532769,8650.0,29.448707129022537,8650.0,-8.302771698887444
8660.0,-11.361549791312472,8660.0,29.449652703096135,8660.0,-8.240796199522954
8670.0,-11.358031766716474,8670.0,29.450600786690597,8670.0,-8.180195937527904
8680.0,-11.354501586190704,8680.0,29.45155106408654,8680.0,-8.121230217945062
8690.0,-11.350959946534111,8690.0,29.452503238908136,8690.0,-8.06411877446204
8700.0,-11.347407423173548,8700.0,29.453457047403738,8700.0,-8.009038318190814
8710.0,-11.343844436622822,8710.0,29.454412275602646,8710.0,-7.95611605027219
8720.0,-11.340271214843094,8720.0,29.45536877566445,8720.0,-7.90542228902068
8730.0,-11.336687753507865,8730.0,29.45632648450402,8730.0,-7.856961857590597
8740.0,-11.33309378894905,8740.0,29.45728543636481,8740.0,-7.81066617775439
8750.0,-11.329488809612549,8750.0,29.458245759909477,8750.0,-7.766389723812818
8760.0,-11.325872080524782,8760.0,29.45920766587053,8760.0,-7.723916599874391
8770.0,-11.322242705388797,8770.0,29.460171417303457,8770.0,-7.682974480286753
8780.0,-11.318599875498851,8780.0,29.461137224890223,8780.0,-7.643273911035905
8790.0,-11.314942765357369,8790.0,29.462105290615284,8790.0,-7.604550419546125
8800.0,-11.311270316100417,8800.0,29.463075922702707,8800.0,-7.56652186658387
8810.0,-11.307581883025415,8810.0,29.46404929254885,8810.0,-7.528906006698266
8820.0,-11.303878032834016,8820.0,29.46502505092516,8820.0,-7.492761546510158
8830.0,-11.30016129911595,8830.0,29.4660021110193,8830.0,-7.460258652145453
8840.0,-11.296425416681746,8840.0,29.46698336127229,8840.0,-7.422404773046765
8850.0,-11.292672540859689,8850.0,29.46796754933253,8850.0,-7.384718224396338
8860.0,-11.288902498999486,8860.0,29.468954727917993,8860.0,-7.346799547657161
8870.0,-11.285115174859039,8870.0,29.46994492559739,8870.0,-7.308597001717361
8880.0,-11.281310302634228,8880.0,29.470938243055105,8880.0,-7.270023512110703
8890.0,-11.277487847297529,8890.0,29.471934707943166,8890.0,-7.231024806925337
8900.0,-11.273647924797512,8900.0,29.472934298215876,8900.0,-7.191599326592974
8910.0,-11.269790796605955,8910.0,29.47393693861795,8910.0,-7.151797433187886
8920.0,-11.265916904794226,8920.0,29.474942480311967,8920.0,-7.111722040990061
8930.0,-11.262026834279572,8930.0,29.475950713858598,8930.0,-7.0715262561029
8940.0,-11.258121219551441,8940.0,29.47696139516356,8940.0,-7.03140106750927
8950.0,-11.254200704763843,8950.0,29.477974267979203,8950.0,-6.991552981918161
8960.0,-11.250265910423435,8960.0,29.4789890752105,8960.0,-6.952184435225775
8970.0,-11.246318123930557,8970.0,29.48000520430351,8970.0,-6.91478391300526
8980.0,-11.24235785504352,8980.0,29.481022483078952,8980.0,-6.878624155803505
8990.0,-11.23838358710668,8990.0,29.4820416448218,8990.0,-6.8414447581605575
9000.0,-11.234396605866614,9000.0,29.483062005578873,9000.0,-6.805363692108896
9010.0,-11.230396955909423,9010.0,29.484083488393345,9010.0,-6.770354679555231
9020.0,-11.226384520361385,9020.0,29.48510607515148,9020.0,-6.736381926434652
9030.0,-11.222359052582009,9030.0,29.48612979529914,9030.0,-6.703373688944853
9040.0,-11.218320234618737,9040.0,29.48715470401389,9040.0,-6.671227238137765
9050.0,-11.214267713784979,9050.0,29.488180878952466,9050.0,-6.639820288244435
9060.0,-11.210201191461886,9060.0,29.489208385115923,9060.0,-6.609022798014881
9070.0,-11.206120609952281,9070.0,29.490237201110446,9070.0,-6.578726328571715
9080.0,-11.202026154617469,9080.0,29.491267222690727,9080.0,-6.548875757375684
9090.0,-11.197920369860451,9090.0,29.492297178252525,9090.0,-6.522902291329107
9100.0,-11.193800732574987,9100.0,29.493328537513694,9100.0,-6.495018057736749
9110.0,-11.189666726680013,9110.0,29.494361415723404,9110.0,-6.466193939547801
9120.0,-11.185519139827761,9120.0,29.49539536357112,9120.0,-6.437863671668669
9130.0,-11.181358201116538,9130.0,29.49643029465284,9130.0,-6.409920918769866
9140.0,-11.17718425349942,9140.0,29.4974660861585,9140.0,-6.382348061541273
9150.0,-11.172997768792031,9150.0,29.4985025652644,9150.0,-6.355179667896882
9160.0,-11.168799337638635,9160.0,29.499539514959018,9160.0,-6.328496584912817
9170.0,-11.164589610735096,9170.0,29.50057669822668,9170.0,-6.302413437322255
9180.0,-11.16036929701783,9180.0,29.501613860070194,9180.0,-6.277064512128
9190.0,-11.156139153448924,9190.0,29.502650729439786,9190.0,-6.252593312517845
9200.0,-11.151899976854194,9200.0,29.503687018694198,9200.0,-6.229147003850545
9210.0,-11.147652584457076,9210.0,29.504722431894574,9210.0,-6.206872125466332
9220.0,-11.143397781296109,9220.0,29.505756673920306,9220.0,-6.185910171414083
9230.0,-11.139136334859025,9230.0,29.506789458150504,9230.0,-6.166392282898444
9240.0,-11.134869447581206,9240.0,29.507820076746704,9240.0,-6.149919584684451
9250.0,-11.130596728599567,9250.0,29.508849180652714,9250.0,-6.133400515012135
9260.0,-11.126319311004913,9260.0,29.509876101300538,9260.0,-6.118686143857199
9270.0,-11.122037553403018,9270.0,29.510900679912027,9270.0,-6.105763669869153
9280.0,-11.11775163846453,9280.0,29.511922838089653,9280.0,-6.09461467562322
9290.0,-11.11346165174213,9290.0,29.51294254203986,9290.0,-6.085177660611025
9300.0,-11.109167605388548,9300.0,29.513959793301527,9300.0,-6.077357945327752
9310.0,-11.104869465755481,9310.0,29.51497461693098,9310.0,-6.071039137670565
9320.0,-11.10056717090147,9320.0,29.51598705529332,9320.0,-6.066090884807115
9330.0,-11.096260636751484,9330.0,29.51699716197857,9330.0,-6.062376061354473
9340.0,-11.091949471095893,9340.0,29.518004808628227,9340.0,-6.060026662709439
9350.0,-11.087633605324859,9350.0,29.519010241654083,9350.0,-6.058545386063428
9360.0,-11.083313127815355,9360.0,29.520013635713244,9360.0,-6.057703801234942
9370.0,-11.078988127159901,9370.0,29.521015072777928,9370.0,-6.057444621629174
9380.0,-11.074659075257111,9380.0,29.522014682519526,9380.0,-6.057817378253792
9390.0,-11.070325756002951,9390.0,29.52301214916857,9390.0,-6.058835046166746
9400.0,-11.06598828571899,9400.0,29.52400741462731,9400.0,-6.060452207148999
9410.0,-11.061646863845876,9410.0,29.525000405543025,9410.0,-6.062643196557703
9420.0,-11.057301743104357,9420.0,29.525991036450833,9420.0,-6.065403101648741
9430.0,-11.05295316520331,9430.0,29.526979238852512,9430.0,-6.068738653157924
9440.0,-11.048601384996681,9440.0,29.527964942342187,9440.0,-6.072659584675314
9450.0,-11.044246718331863,9450.0,29.52894804301098,9450.0,-6.077185496395774
9460.0,-11.03988954492856,9460.0,29.52992839906258,9460.0,-6.082356047886082
9470.0,-11.035530127036125,9470.0,29.530905908265453,9470.0,-6.088220167523503
9480.0,-11.031168343699598,9480.0,29.5318806144556,9480.0,-6.09477633440765
9490.0,-11.02680400811112,9490.0,29.53285258022093,9490.0,-6.10196277857571
9500.0,-11.022437020173442,9500.0,29.53382183096725,9500.0,-6.1097004031593976
9510.0,-11.018067347869973,9510.0,29.534788367533732,9510.0,-6.117917275815068
9520.0,-11.01369500991949,9520.0,29.535752172456093,9520.0,-6.12655486005167
9530.0,-11.009319124761516,9530.0,29.536713273642466,9530.0,-6.1345124672666245
9540.0,-11.00493973682267,9540.0,29.53767179353013,9540.0,-6.142347157711146
9550.0,-11.000557330249528,9550.0,29.53862771614979,9550.0,-6.150502979085942
9560.0,-10.99617206856257,9560.0,29.539580982347218,9560.0,-6.1589487771907265
9570.0,-10.991784079635211,9570.0,29.540531526036645,9570.0,-6.167681240870561
9580.0,-10.987393463476067,9580.0,29.541479280567664,9580.0,-6.176706975888428
9590.0,-10.983000338007718,9590.0,29.54242416588046,9590.0,-6.186036387111892
9600.0,-10.978604847318309,9600.0,29.543366090463444,9600.0,-6.195683369037945
9610.0,-10.974207130553934,9610.0,29.54430496439298,9610.0,-6.205664650656535
9620.0,-10.969807277442692,9620.0,29.54524071729518,9620.0,-6.215995723609433
9630.0,-10.965405267231755,9630.0,29.546173321446236,9630.0,-6.226681737720915
9640.0,-10.9610013009574,9640.0,29.54710272883475,9640.0,-6.238124338761258
9650.0,-10.956596783016796,9650.0,29.548028632934244,9650.0,-6.251744986689928
9660.0,-10.952190149720836,9660.0,29.548951145040977,9660.0,-6.265130625809282
9670.0,-10.947779769243917,9670.0,29.549870559445328,9670.0,-6.276827879957856
9680.0,-10.94336671589567,9680.0,29.550786784457806,9680.0,-6.288863283675922
9690.0,-10.938951343173281,9690.0,29.55169974491785,9690.0,-6.301603435954122
9700.0,-10.934535250791654,9700.0,29.552609062145383,9700.0,-6.316593346610339
9710.0,-10.930117180622826,9710.0,29.55351479972859,9710.0,-6.331193197603171
9720.0,-10.925696050493368,9720.0,29.554417154532594,9720.0,-6.34437340676497
9730.0,-10.921274609133452,9730.0,29.555315620037398,9730.0,-6.360054656716934
9740.0,-10.91685163091745,9740.0,29.556210368639082,9740.0,-6.375878191262307
9750.0,-10.912426893893857,9750.0,29.557101477841965,9750.0,-6.391872971167921
9760.0,-10.908000141610659,9760.0,29.557989047559754,9760.0,-6.407981698785506
9770.0,-10.903571071846944,9770.0,29.558873200837205,9770.0,-6.424114959822779
9780.0,-10.899139309935048,9780.0,29.55975409038881,9780.0,-6.440164444816741
9790.0,-10.8947044752085,9790.0,29.56063186858093,9790.0,-6.456011505074464
9800.0,-10.89026626929739,9800.0,29.56150665651851,9800.0,-6.471540764051626
9810.0,-10.885824410119232,9810.0,29.5623785692698,9810.0,-6.486649781489341
9820.0,-10.88137848726425,9820.0,29.563247713554148,9820.0,-6.500838471985397
9830.0,-10.876928224740663,9830.0,29.564114190238744,9830.0,-6.514154759665922
9840.0,-10.872474127871675,9840.0,29.564977999429527,9840.0,-6.527657488532196
9850.0,-10.86801530322545,9850.0,29.565839322586577,9850.0,-6.540450995736185
9860.0,-10.863551294767989,9860.0,29.566698289800577,9860.0,-6.55248710101556
9870.0,-10.859081786015748,9870.0,29.567554985080623,9870.0,-6.5637078738159875
9880.0,-10.854606103488425,9880.0,29.568409399367642,9880.0,-6.572921240567794
9890.0,-10.850124623071002,9890.0,29.569261727880715,9890.0,-6.582049257763897
9900.0,-10.84563714639368,9900.0,29.570112029473755,9900.0,-6.590791319032802
9910.0,-10.84114305511707,9910.0,29.570960339981966,9910.0,-6.598574630500403
9920.0,-10.836642082626174,9920.0,29.57180670041675,9920.0,-6.605405462323696
9930.0,-10.832134537527137,9930.0,29.57265064034317,9930.0,-6.611217983950684
9940.0,-10.8276220352938,9940.0,29.573490692793783,9940.0,-6.615967317418917
9950.0,-10.823106455344913,9950.0,29.574326388144335,9950.0,-6.6218422123371035
9960.0,-10.81858935391179,9960.0,29.575156898473168,9960.0,-6.628904512915832
9970.0,-10.81407087993997,9970.0,29.575981937033163,9970.0,-6.636156482631328
9980.0,-10.80955161959354,9980.0,29.576801291724486,9980.0,-6.64411298533967
9990.0,-10.805032804437904,9990.0,29.577614498787238,9990.0,-6.653364233127398
10000.0,-10.80051542455348,10000.0,29.578421180049716,10000.0,-6.664008179551646
10010.0,-10.796000445402367,10010.0,29.57922098721045,10010.0,-6.676134221159805
10020.0,-10.791488697821542,10020.0,29.580013623632365,10020.0,-6.689817234241512
10030.0,-10.786980929943983,10030.0,29.58079883063571,10030.0,-6.705116506092734
10040.0,-10.782477887609478,10040.0,29.581576371743463,10040.0,-6.722077749103657
10050.0,-10.777980262299351,10050.0,29.582346043408876,10050.0,-6.740734785522379
10060.0,-10.773488708082471,10060.0,29.583107668818233,10060.0,-6.761110331298313
10070.0,-10.769003877712603,10070.0,29.58386108975777,10070.0,-6.783217663949488
10080.0,-10.764526356386455,10080.0,29.58460617802898,10080.0,-6.807061820123855
10090.0,-10.760056646479494,10090.0,29.58534283436189,10090.0,-6.832640136743821
10100.0,-10.755595236325819,10100.0,29.58607097263674,10100.0,-6.859943432847485
10110.0,-10.751142637289933,10110.0,29.586790513503683,10110.0,-6.88895706586797
10120.0,-10.746699338473421,10120.0,29.58750139267969,10120.0,-6.919661297826959
10130.0,-10.742265815280032,10130.0,29.58820355670509,10130.0,-6.952032102370487
10140.0,-10.737842513248363,10140.0,29.588896964676042,10140.0,-6.986042207955855
10150.0,-10.733429798171327,10150.0,29.589581595752907,10150.0,-7.0216614566044315
10160.0,-10.729027964358965,10160.0,29.590257444585273,10160.0,-7.058856686709464
10170.0,-10.72463831335742,10170.0,29.590924078621903,10170.0,-7.098883280601562
10180.0,-10.720266962633806,10180.0,29.591579112965796,10180.0,-7.147242609069453
10190.0,-10.715905520860893,10190.0,29.59222626100971,10190.0,-7.191260226597703
10200.0,-10.711554210859216,10200.0,29.592865505144747,10200.0,-7.2339914588813095
10210.0,-10.707215349749093,10210.0,29.593496011961843,10210.0,-7.27830324065741
10220.0,-10.702894103213312,10220.0,29.594115755163436,10220.0,-7.330287523813467
10230.0,-10.698590397942548,10230.0,29.594724945714436,10230.0,-7.386386632175534
10240.0,-10.69429834767665,10240.0,29.595326081062982,10240.0,-7.438760359699323
10250.0,-10.69001951076612,10250.0,29.595918610736383,10250.0,-7.49101534754033
10260.0,-10.685756688104757,10260.0,29.5965014590778,10260.0,-7.547991640099672
10270.0,-10.681510995319664,10270.0,29.597074352390532,10270.0,-7.60776835452455
10280.0,-10.677273700740074,10280.0,29.59764091887096,10280.0,-7.659534227752125
10290.0,-10.673049923269177,10290.0,29.598199129377495,10290.0,-7.712811950404074
10300.0,-10.668839863765818,10300.0,29.598748992506092,10300.0,-7.7672571109508315
10310.0,-10.664643719381782,10310.0,29.599290514604245,10310.0,-7.8227312559039905
10320.0,-10.66046166016363,10320.0,29.599823702565626,10320.0,-7.879159407757727
10330.0,-10.656293839288704,10330.0,29.60034856229746,10330.0,-7.936488908523793
10340.0,-10.652140371292043,10340.0,29.600865104590902,10340.0,-7.994676391135503
10350.0,-10.648001277801962,10350.0,29.601373355422982,10350.0,-8.053682378010901
10360.0,-10.643876564254988,10360.0,29.60187333884891,10360.0,-8.113469208496252
10370.0,-10.639766298979465,10370.0,29.602365064311545,10370.0,-8.174001305461644
10380.0,-10.6356706222163,10380.0,29.60284852906019,10380.0,-8.235244381197026
10390.0,-10.63158966864224,10390.0,29.60332373332197,10390.0,-8.297165276700214
10400.0,-10.62752352491634,10400.0,29.603790686049024,10400.0,-8.359731871754988
10410.0,-10.623472250279447,10410.0,29.604249399172648,10410.0,-8.422912626613659
10420.0,-10.619435894628976,10420.0,29.60469988401362,10420.0,-8.486676523047786
10430.0,-10.61541450993535,10430.0,29.60514214949878,10430.0,-8.550993189141996
10440.0,-10.611408128392378,10440.0,29.605576206836247,10440.0,-8.615833045998354
10450.0,-10.607416757527442,10450.0,29.60600206971718,10450.0,-8.681167276424533
10460.0,-10.603440408817784,10460.0,29.60641974862205,10460.0,-8.746968151111163
10470.0,-10.599479105865475,10470.0,29.606829250258073,10470.0,-8.81320918254345
10480.0,-10.595532880776169,10480.0,29.60723057904833,10480.0,-8.879864877466181
10490.0,-10.591601794535515,10490.0,29.607623733809053,10490.0,-8.946910598121255
10500.0,-10.587685910257306,10500.0,29.60800871368263,10500.0,-9.014322604903516
10510.0,-10.583785265438953,10510.0,29.608385522408017,10510.0,-9.082077885392602
10520.0,-10.57989989506968,10520.0,29.60875416336781,10520.0,-9.150154234881459
10530.0,-10.576029839715938,10530.0,29.60911463871288,10530.0,-9.218530337875448
10540.0,-10.572175133904965,10540.0,29.609466951822796,10540.0,-9.287185665216612
10550.0,-10.568335826862704,10550.0,29.609811103103656,10550.0,-9.356100465713846
10560.0,-10.564511970078017,10560.0,29.610147093195224,10560.0,-9.425256080155197
10570.0,-10.560703592622499,10570.0,29.6104749276064,10570.0,-9.494634858160415
10580.0,-10.556910677191981,10580.0,29.61079462036234,10580.0,-9.564219669529013
10590.0,-10.553133193786033,10590.0,29.61110618660023,10590.0,-9.633993496896453
10600.0,-10.549371159519156,10600.0,29.611409632141488,10600.0,-9.703940172908318
10610.0,-10.54562459477638,10610.0,29.611704963721955,10610.0,-9.774044389290054
10620.0,-10.54189353150976,10620.0,29.61199218623105,10620.0,-9.844291201678013
10630.0,-10.538178012523113,10630.0,29.612271303004395,10630.0,-9.914666343996343
10640.0,-10.534479218455433,10640.0,29.612541861754213,10640.0,-9.987312030629655
10650.0,-10.530804348722908,10650.0,29.612801147558756,10650.0,-10.071946766915
10660.0,-10.52714770440418,10660.0,29.61305142867049,10660.0,-10.15544841649046
10670.0,-10.523509164690719,10670.0,29.613292771421257,10670.0,-10.238426638666407
10680.0,-10.519888619802595,10680.0,29.613525240746235,10680.0,-10.321053894673318
10690.0,-10.51628479142734,10690.0,29.613749365390664,10690.0,-10.401185333632197
10700.0,-10.51269616807994,10700.0,29.613965715451933,10700.0,-10.47859415302129
10710.0,-10.509127962317155,10710.0,29.614172343579984,10710.0,-10.560858412513177
10720.0,-10.505576570315418,10720.0,29.614370683643013,10720.0,-10.640762539455388
10730.0,-10.502034949914147,10730.0,29.614563453929687,10730.0,-10.708636789032635
10740.0,-10.498508521494534,10740.0,29.614748527771134,10740.0,-10.77730319495992
10750.0,-10.4949973846626,10750.0,29.614925879619253,10750.0,-10.846292357578202
10760.0,-10.491501639017313,10760.0,29.61509549055842,10760.0,-10.915442754519193
10770.0,-10.48802136283885,10770.0,29.615257347828546,10770.0,-10.984689212752114
10780.0,-10.4845565914609,10780.0,29.615411448582034,10780.0,-11.054000531894026
10790.0,-10.481107347186203,10790.0,29.61555779326172,10790.0,-11.123358315918322
10800.0,-10.47767368218777,10800.0,29.615696378230123,10800.0,-11.19274968690752
10810.0,-10.474255630146216,10810.0,29.615827206472563,10810.0,-11.26216420972623
10820.0,-10.47085319350571,10820.0,29.615950288365926,10820.0,-11.331591784895796
10830.0,-10.467466392079483,10830.0,29.61606563119191,10830.0,-11.40102237832436
10840.0,-10.464095265709618,10840.0,29.616173239741734,10840.0,-11.470446423939046
10850.0,-10.460739878821178,10850.0,29.616273115219947,10850.0,-11.539854991256894
10860.0,-10.457400283729898,10860.0,29.616365262306807,10860.0,-11.609240490211498
10870.0,-10.454076484249699,10870.0,29.61644969483445,10870.0,-11.678596246737781
10880.0,-10.450769498227626,10880.0,29.61652602327592,10880.0,-11.74988478548558
10890.0,-10.447485257642008,10890.0,29.616592024441104,10890.0,-11.831175684402014
10900.0,-10.444216604627812,10900.0,29.616650519321915,10900.0,-11.90827485814017
10910.0,-10.440963653147982,10910.0,29.61670153731712,10910.0,-11.980934780641773
10920.0,-10.437724081107444,10920.0,29.616745951671028,10920.0,-12.048894817487923
10930.0,-10.434500328921397,10930.0,29.616782825515465,10930.0,-12.117151195572935
10940.0,-10.431292468202159,10940.0,29.61681215960389,10940.0,-12.185479982250184
10950.0,-10.428100531099421,10950.0,29.616833967856834,10950.0,-12.253801571054808
10960.0,-10.42492454319863,10960.0,29.616848267203864,10960.0,-12.322083352496723
10970.0,-10.42176449483794,10970.0,29.61685508241209,10970.0,-12.390309518917501
10980.0,-10.418620438669965,10980.0,29.616854427212132,10980.0,-12.458470806633501
10990.0,-10.415492459218365,10990.0,29.616846313087,10990.0,-12.526560708882585
11000.0,-10.412380607708345,11000.0,29.616830760724735,11000.0,-12.594574007119338
11010.0,-10.409284932888648,11010.0,29.61680779177483,11010.0,-12.662505948152617
11020.0,-10.406205505996557,11020.0,29.616777424825084,11020.0,-12.730352685986059
11030.0,-10.403142364688545,11030.0,29.616739686098153,11030.0,-12.798110422436487
11040.0,-10.400095519760985,11040.0,29.616694606652448,11040.0,-12.865774974524957
11050.0,-10.397065001855681,11050.0,29.616642213054337,11050.0,-12.933342125985114
11060.0,-10.394050899955742,11060.0,29.616582521327928,11060.0,-13.00080847030118
11070.0,-10.39105327998604,11070.0,29.616515554370586,11070.0,-13.068171596982353
11080.0,-10.3880721366747,11080.0,29.616441349287225,11080.0,-13.135428749395475
11090.0,-10.385107438655924,11090.0,29.616359946854846,11090.0,-13.202576286509565
11100.0,-10.382159195016865,11100.0,29.616271379577135,11100.0,-13.269610907957812
11110.0,-10.379231284336504,11110.0,29.616174170145285,11110.0,-13.343449883395632
11120.0,-10.376317368745664,11120.0,29.616070930211666,11120.0,-13.40959208835256
11130.0,-10.37342471083838,11130.0,29.615958820760564,11130.0,-13.48440329957749
11140.0,-10.37054878202157,11140.0,29.61583975634065,11140.0,-13.55481515565188
11150.0,-10.367687070257325,11150.0,29.615714693981122,11150.0,-13.620344288597414
11160.0,-10.364841899766242,11160.0,29.615582736232955,11160.0,-13.686055310613472
11170.0,-10.36201338316548,11170.0,29.615443890975126,11170.0,-13.751758296553318
11180.0,-10.359201560919045,11180.0,29.615298187607227,11180.0,-13.817388613586063
11190.0,-10.356406503635913,11190.0,29.615145650668165,11190.0,-13.882921210199973
11200.0,-10.353628298087889,11200.0,29.614986303772692,11200.0,-13.948345344382757
11210.0,-10.35086698862919,11210.0,29.614820180564962,11210.0,-14.013655718846723
11220.0,-10.34812256914122,11220.0,29.61464732397187,11220.0,-14.078848520252091
11230.0,-10.345395067841904,11230.0,29.61446776915497,11230.0,-14.143920625197424
11240.0,-10.342684556952838,11240.0,29.614281544020688,11240.0,-14.208870284186991
11250.0,-10.339991113449805,11250.0,29.614088677886176,11250.0,-14.273697107928433
11260.0,-10.337314760789539,11260.0,29.61388921165629,11260.0,-14.338400804686803
11270.0,-10.334655488906655,11270.0,29.613683191640582,11270.0,-14.402980334596172
11280.0,-10.332013286007673,11280.0,29.61347066303247,11280.0,-14.467434529722043
11290.0,-10.32939248603858,11290.0,29.613249940601285,11290.0,-14.539948568674367
11300.0,-10.326788964733902,11300.0,29.61302285629294,11300.0,-14.608071546332454
11310.0,-10.324200522452136,11310.0,29.612790304301882,11310.0,-14.671420337667504
11320.0,-10.321629342611793,11320.0,29.61255143740424,11320.0,-14.734917134612717
11330.0,-10.319075432820089,11330.0,29.612306289636077,11330.0,-14.79838393283787
11340.0,-10.316538796541966,11340.0,29.612054898300403,11340.0,-14.861760275949928
11350.0,-10.314019463932196,11350.0,29.611797295781937,11350.0,-14.925023748348341
11353.959863,-10.313026719798154,11353.959863,29.611693543404943,11353.959863,-14.950221146528854
11360.0,-10.311521120577439,11360.0,29.61153205579855,11360.0,-14.99497552597409
11370.0,-10.309037766286973,11370.0,29.611261728102424,11370.0,-15.057332546940318
11380.0,-10.30657199682909,11380.0,29.610985291179865,11380.0,-15.119895460445973
11390.0,-10.304123844955912,11390.0,29.61070277703316,11390.0,-15.182439773817437
